bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
10,0,0,0,1,56.97332558613132,0.0,29998809,0.3535533905932738,0.524863881081478,0.6736096792653741,13,2,11,12,3,11,0011-02-13,0011-03-12
10,0,0,0,1,64.80294961788822,0.0,29998809,0.3535533905932738,0.524863881081478,0.6736096792653741,11,4,27,10,3,27,0027-04-11,0027-03-10
10,1,0,0,1,73.45428434867567,0.0,29998809,0.3535533905932738,0.7272727272727273,0.48613591206575146,4,2,-11,3,3,-11,-0011-02-04,-0011-03-03
10,0,0,0,1,75.09140301364906,0.0,29998809,0.3535533905932738,0.524863881081478,0.6736096792653741,10,3,25,11,3,24,0025-03-10,0024-03-11
14,1,0,0,1,92.70549946426638,0.0,29998809,0.3535533905932738,0.6153846153846154,0.5745242597140698,15,8,-135,14,7,-135,-0135-08-15,-0135-07-14
8,0,35,1,1,113.40696112232195,0.0,31074827,0.3535533905932738,1.0,0.3535533905932738,3,0,28,1,2,28,"ArgumentError(""Month: 0 out of range (1:12)"")",0028-02-01
12,2,0,0,1,125.48027239576037,0.0,31074827,0.3535533905932738,0.6666666666666667,0.5303300858899106,4,2,-120,5,1,-120,-0120-02-04,-0120-01-05
8,0,0,0,1,84.32946408352183,0.0,29998809,0.33541019662496846,0.6,0.5590169943749475,3,4,21,3,3,19,0021-04-03,0019-03-03
10,1,0,0,1,75.90541783222154,0.0,29998809,0.33333333333333337,0.7272727272727273,0.45833333333333337,9,2,-12,9,2,-11,-0012-02-09,-0011-02-09
10,1,0,0,1,79.09032150898774,0.0,29998809,0.33333333333333337,0.7272727272727273,0.45833333333333337,7,6,-11,7,7,-11,-0011-06-07,-0011-07-07
12,2,34,1,1,54.737388586562524,0.0,29998809,0.3333333333333333,1.0,0.3333333333333333,1,1,-132,3,0,-134,-0132-01-01,"ArgumentError(""Month: 0 out of range (1:12)"")"
13,0,35,1,1,104.87097360340688,0.0,29998809,0.3333333333333333,0.6935085738560369,0.4806477466888951,22,1,-85,20,-1,-86,-0085-01-22,"ArgumentError(""Month: -1 out of range (1:12)"")"
8,0,35,1,1,112.5687571353795,0.0,31074827,0.3333333333333333,1.0,0.3333333333333333,1,0,49,3,1,51,"ArgumentError(""Month: 0 out of range (1:12)"")",0051-01-03
8,0,0,0,1,78.22702559083929,0.0,29998809,0.32659863237109044,0.6,0.5443310539518175,8,6,-7,9,5,-5,-0007-06-08,-0005-05-09
6,0,0,0,1,61.89695378889559,0.0,29998809,0.3252462512726967,0.51425947722658,0.6324555320336758,6,4,7,6,3,5,0007-04-06,0005-03-06
14,1,0,0,1,49.71474945135323,0.0,29998809,0.32141217326661253,0.6153846153846154,0.5222947815582454,16,4,-111,17,4,-110,-0111-04-16,-0110-04-17
10,0,0,0,1,55.59846624511094,0.0,29998809,0.32141217326661253,0.524863881081478,0.6123724356957946,12,4,33,11,4,34,0033-04-12,0034-04-11
12,0,0,0,1,49.36254645112989,0.0,29998809,0.31943828249996997,0.6153846153846154,0.5190872090624512,15,2,-89,15,3,-91,-0089-02-15,-0091-03-15
12,0,34,1,1,123.62492888467536,0.0,31074827,0.31622776601683794,1.0,0.31622776601683794,11,0,-84,11,1,-87,"ArgumentError(""Month: 0 out of range (1:12)"")",-0087-01-11
10,1,34,1,1,124.95031324455228,0.0,31074827,0.31622776601683794,1.0,0.31622776601683794,6,1,-23,6,0,-20,-0023-01-06,"ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,0,0,1,71.95917416500123,0.0,29998809,0.31426968052735443,0.6,0.523782800878924,7,6,26,6,6,27,0026-06-07,0027-06-06
10,1,0,0,1,73.1007309580824,0.0,29998809,0.31426968052735443,0.7272727272727273,0.4321208107251123,2,3,-13,3,3,-12,-0013-03-02,-0012-03-03
12,2,0,0,1,90.66691308426402,0.0,29998809,0.31426968052735443,0.6666666666666667,0.4714045207910316,7,7,-118,6,7,-117,-0118-07-07,-0117-07-06
10,0,0,0,1,86.29645800836826,0.0,29998809,0.31403714651066383,0.524863881081478,0.5983211225424633,24,2,29,25,1,31,0029-02-24,0031-01-25
10,0,0,0,1,61.571707537622885,0.0,29998809,0.30960941226920163,0.524863881081478,0.5898851558069758,10,3,31,10,4,29,0031-03-10,0029-04-10
8,0,0,0,1,72.26536038284912,0.0,29998809,0.30618621784789724,0.6,0.5103103630798288,1,4,10,2,3,12,0010-04-01,0012-03-02
6,0,2,2,1,0.32210415116072005,-263.5,4066927,0.30612244897959184,0.30612244897959184,1.0,0,1,1,0,0,1,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
