bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
71,0,1,0,0,32.45921989344083,-137.5,71850690,1.0,1.0,1.0,-10000000000000000000000000000000000,-9999999999999999999999999999999999,-10000000000000000000000000000000000B,-9999999999999999999999999999999999B
9,0,1,0,0,34.2369976712186,-137.5,72666305,1.0,1.0,1.0,-1000,-999,-1000B,-999B
21,0,1,0,0,35.2369976712186,-137.5,72698317,1.0,1.0,1.0,-1000000000,-999999999,-1000000000B,-999999999B
12,0,2,0,0,36.2369976712186,-137.5,72731596,1.0,1.0,1.0,999950,999949,1.0 MB,999.9 kB
43,0,1,0,0,37.2369976712186,-137.5,72787590,1.0,1.0,1.0,-99999999999999999999,-100000000000000000000,-99999999999999999999B,-100000000000000000000B
39,0,1,0,0,39.57033100455194,-137.5,72992622,1.0,1.0,1.0,-999999999999999999,-1000000000000000000,-999999999999999999B,-1000000000000000000B
29,0,1,0,0,42.05517948940042,-137.5,74088865,1.0,1.0,1.0,-9999999999999,-10000000000000,-9999999999999B,-10000000000000B
37,0,1,0,0,43.87336130758224,-137.5,74921780,1.0,1.0,1.0,-99999999999999999,-100000000000000000,-99999999999999999B,-100000000000000000B
57,0,1,0,0,45.54002797424891,-137.5,74996666,1.0,1.0,1.0,-1000000000000000000000000000,-999999999999999999999999999,-1000000000000000000000000000B,-999999999999999999999999999B
53,0,1,0,0,47.20669464091557,-137.5,75026271,1.0,1.0,1.0,-9999999999999999999999999,-10000000000000000000000000,-9999999999999999999999999B,-10000000000000000000000000B
31,0,1,0,0,48.87336130758224,-137.5,75054600,1.0,1.0,1.0,-99999999999999,-100000000000000,-99999999999999B,-100000000000000B
41,0,1,0,0,49.87336130758224,-137.5,75087465,1.0,1.0,1.0,-9999999999999999999,-10000000000000000000,-9999999999999999999B,-10000000000000000000B
51,0,1,0,0,51.03336130758224,-137.5,75106558,1.0,1.0,1.0,-999999999999999999999999,-1000000000000000000000000,-999999999999999999999999B,-1000000000000000000000000B
36,0,2,0,0,52.70002797424891,-137.5,75140899,1.0,1.0,1.0,999949999999999999,999950000000000000,999.9 PB,1.0 EB
61,0,1,0,0,53.70002797424891,-137.5,76753676,1.0,1.0,1.0,-99999999999999999999999999999,-100000000000000000000000000000,-99999999999999999999999999999B,-100000000000000000000000000000B
65,0,1,0,0,54.70002797424891,-137.5,76948740,1.0,1.0,1.0,-9999999999999999999999999999999,-10000000000000000000000000000000,-9999999999999999999999999999999B,-10000000000000000000000000000000B
59,0,1,0,0,55.70002797424891,-137.5,77041735,1.0,1.0,1.0,-9999999999999999999999999999,-10000000000000000000000000000,-9999999999999999999999999999B,-10000000000000000000000000000B
27,0,1,0,0,59.66972495315939,-137.5,78735098,1.0,1.0,1.0,-999999999999,-1000000000000,-999999999999B,-1000000000000B
73,0,1,0,0,61.33639161982606,-137.5,78777176,1.0,1.0,1.0,-100000000000000000000000000000000000,-99999999999999999999999999999999999,-100000000000000000000000000000000000B,-99999999999999999999999999999999999B
79,0,1,0,0,62.336391619826074,-137.5,79233594,1.0,1.0,1.0,-99999999999999999999999999999999999999,-100000000000000000000000000000000000000,-99999999999999999999999999999999999999B,-100000000000000000000000000000000000000B
67,0,1,0,0,67.28092502100316,-137.5,85049897,1.0,1.0,1.0,-99999999999999999999999999999999,-100000000000000000000000000000000,-99999999999999999999999999999999B,-100000000000000000000000000000000B
